id;date;category;title;author;color;image;content;gallery;bildImModal
1;11.07.2026;Verein;Willkommen auf unserer neuen Vereins-Website!;Vorstand;;https://res.cloudinary.com/lhxwuxm2/image/upload/w_800,c_limit,f_auto,q_auto/v1783853066/Schach-Rheinfelden_Banner_l01wb7.png;Wir freuen uns sehr, euch unsere komplett runderneuerte Vereins-Website präsentieren zu dürfen!<br><br>Ab sofort findet ihr hier übersichtlich alle aktuellen Termine, die Mediathek, Mannschaftsergebnisse und unser interaktives Liga-Center.<br><br>Schaut euch gerne um, informiert euch über unsere Trainingsangebote oder kommt direkt zu einem Probetraining an unseren Vereinsabenden vorbei. Wir wünschen euch viel Spass auf der neuen Seite!;;ja
